date,train,way,station,hour,composition,p1q0,p2q0,p3q0,p0q1,p0q2,p0q3,p0q0,day
2019-03-14,1,0,AI,06:00:00,2,0.108,0.173,N,0.227,0.255,0.213,0.27,Thursday
2019-03-18,1,0,AI,06:00:00,2,0.093,0.156688,N,0.215,0.241,0.206,0.287,Monday
2019-03-20,1,0,AI,06:00:00,2,0.098,0.156,N,0.212,0.236,0.201,0.28,Wednesday
2019-03-22,1,0,AI,06:00:00,2,0.1148,0.1838,N,0.182,0.222,0.174,0.277,Friday
2019-03-25,1,0,AI,06:00:00,2,0.113,0.139,N,0.198,0.214,0.187,0.242,Monday
2019-03-26,1,0,AI,06:00:00,2,0.104424,0.153,N,0.219,0.223,0.203,0.249,Tuesday
2019-03-27,1,0,AI,06:00:00,2,0.116,0.171,N,0.215,0.234,0.203,0.266,Wednesday
2019-03-28,1,0,AI,06:00:00,2,0.113,0.149,N,0.22,0.244,0.204,0.259,Thursday
2019-03-29,1,0,AI,06:00:00,2,0.121,0.142,N,0.202,0.226,0.2,0.255,Friday
2019-04-01,1,0,AI,06:00:00,2,0.107,0.155,N,0.202,0.215,0.191,0.23,Monday
2019-04-02,1,0,AI,06:00:00,2,0.097,0.1494,N,0.207,0.23,0.196,0.268,Tuesday
2019-04-04,1,0,AI,06:00:00,2,0.129,0.153,N,0.196,0.217,0.185,0.233,Thursday
2019-04-05,1,0,AI,06:00:00,2,0.11,0.155,N,0.18,0.182,0.169,0.2,Friday
2019-04-08,1,0,AI,06:00:00,2,0.107,0.1492,N,0.204,0.232,0.193,0.259,Monday
2019-04-09,1,0,AI,06:00:00,2,0.139,0.2,N,0.216,0.25,0.2,0.284,Tuesday
2019-04-10,1,0,AI,06:00:00,2,0.113224,0.159,N,0.193,0.206,0.175,0.222,Wednesday
2019-04-11,1,0,AI,06:00:00,2,0.129,0.158,N,0.207,0.223,0.193,0.248,Thursday
2019-04-12,1,0,AI,06:00:00,2,0.121,0.151,N,0.223,0.239,0.211,0.246,Friday
2019-04-15,1,0,AI,06:00:00,2,0.105,0.144,N,0.207,0.229,0.197,0.251,Monday
2019-04-18,1,0,AI,06:00:00,2,0.1,0.163088,N,0.234,0.24,0.212,0.249,Thursday
2019-04-19,1,0,AI,06:00:00,2,0.107,0.18744,N,0.2,0.214,0.184,0.237,Friday
2019-05-06,1,0,AI,06:00:00,2,0.089,0.145,N,0.213,0.233,0.201,0.271,Monday
2019-05-07,1,0,AI,06:00:00,2,0.11,0.188,N,0.211,0.229,0.197,0.255,Tuesday
2019-05-10,1,0,AI,06:00:00,2,0.1148,0.1838,N,0.188,0.216,0.177,0.24,Friday
2019-05-14,1,0,AI,06:00:00,2,0.111,0.163088,N,0.225,0.227,0.216,0.265,Tuesday
2019-05-15,1,0,AI,06:00:00,2,0.185,0.1692,N,0.209,0.229,0.199,0.272,Wednesday
2019-05-16,1,0,AI,06:00:00,2,0.1212,0.1826,N,0.206,0.214,0.197,0.239,Thursday
2019-05-20,1,0,AI,06:00:00,2,0.097,0.182,N,0.215,0.233,0.203,0.254,Monday
2019-01-07,1,0,AK,06:00:00,2,0.044,0.148,N,0.216,0.201,0.138,0.23,Monday
2019-01-08,1,0,AK,06:00:00,2,0.049,0.155,N,0.216,0.204,0.152,0.247,Tuesday
2019-01-10,1,0,AK,06:00:00,2,0.066,0.131,N,0.227,0.213,0.153,0.25,Thursday
2019-01-11,1,0,AK,06:00:00,2,0.039,0.135848,N,0.229,0.213,0.152,0.253,Friday
2019-01-14,1,0,AK,06:00:00,2,0.048,0.135848,N,0.225,0.21,0.147,0.258,Monday
2019-01-15,1,0,AK,06:00:00,2,0.056,0.136,N,0.238,0.218,0.154,0.254,Tuesday
2019-01-17,1,0,AK,06:00:00,2,0.051,0.149328,N,0.228,0.209,0.14,0.239,Thursday
2019-01-18,1,0,AK,06:00:00,2,0.055,0.118,N,0.217,0.207,0.141,0.221,Friday
2019-01-21,1,0,AK,06:00:00,2,0.0483333333333333,0.132,N,0.258,0.234,0.149,0.257,Monday
2019-01-22,1,0,AK,06:00:00,2,0.055,0.26,N,0.242,0.223,0.151,0.261,Tuesday
2019-01-23,1,0,AK,06:00:00,2,0.043,0.153,N,0.244,0.225,0.15,0.251,Wednesday
2019-01-24,1,0,AK,06:00:00,2,0.056,0.154,N,0.241,0.218,0.156,0.258,Thursday
2019-01-28,1,0,AK,06:00:00,2,0.14,0.1432,N,0.221,0.207,0.15,0.246,Monday
2019-01-29,1,0,AK,06:00:00,2,0.0560666666666667,0.165,N,0.221,0.204,0.142,0.22,Tuesday
2019-01-31,1,0,AK,06:00:00,2,0.05,0.14424,N,0.213,0.196,0.139,0.241,Thursday
2019-02-01,1,0,AK,06:00:00,2,0.061,0.14604,N,0.189,0.175,0.129,0.198,Friday
2019-02-04,1,0,AK,06:00:00,2,0.041,0.123,N,0.217,0.199,0.145,0.245,Monday
2019-02-05,1,0,AK,06:00:00,2,0.0530833333333333,0.139,N,0.216,0.199,0.139,0.227,Tuesday
2019-02-06,1,0,AK,06:00:00,2,0.059,0.128,N,0.23,0.208,0.143,0.233,Wednesday
2019-02-07,1,0,AK,06:00:00,2,0.06,0.157,N,0.243,0.226,0.163,0.261,Thursday
2019-02-11,1,0,AK,06:00:00,2,0.047,0.144,N,0.181,0.166,0.119,0.202,Monday
2019-02-12,1,0,AK,06:00:00,2,0.05,0.142,N,0.207,0.19,0.132,0.228,Tuesday
2019-02-13,1,0,AK,06:00:00,2,0.047,0.126,N,0.255,0.236,0.154,0.257,Wednesday
2019-02-14,1,0,AK,06:00:00,2,0.04375,0.123,N,0.232,0.216,0.149,0.253,Thursday
2019-02-15,1,0,AK,06:00:00,2,0.095,0.102,N,0.211,0.2,0.135,0.209,Friday
2019-02-18,1,0,AK,06:00:00,2,0.057,0.145,N,0.207,0.196,0.132,0.233,Monday
2019-02-19,1,0,AK,06:00:00,2,0.03,0.17,N,0.2,0.185,0.122,0.237,Tuesday
2019-02-21,1,0,AK,06:00:00,2,0.039,0.16,N,0.204,0.187,0.127,0.222,Thursday
2019-03-11,1,0,AK,06:00:00,2,0.0483333333333333,0.137,N,0.229,0.222,0.153,0.239,Monday
2019-03-12,1,0,AK,06:00:00,2,0.07,0.151,N,0.248,0.234,0.163,0.238,Tuesday
2019-03-14,1,0,AK,06:00:00,2,0.048,0.156,N,0.227,0.213,0.148,0.255,Thursday
2019-03-18,1,0,AK,06:00:00,2,0.053,0.14164,N,0.215,0.206,0.148,0.241,Monday
2019-03-20,1,0,AK,06:00:00,2,0.035,0.142,N,0.212,0.201,0.146,0.236,Wednesday
2019-03-22,1,0,AK,06:00:00,2,0.0536666666666667,0.1706,N,0.182,0.174,0.127,0.222,Friday
2019-03-25,1,0,AK,06:00:00,2,0.058,0.125,N,0.198,0.187,0.137,0.214,Monday
2019-03-26,1,0,AK,06:00:00,2,0.0457333333333333,0.133,N,0.219,0.203,0.149,0.223,Tuesday
2019-03-27,1,0,AK,06:00:00,2,0.053,0.152,N,0.215,0.203,0.145,0.234,Wednesday
2019-03-28,1,0,AK,06:00:00,2,0.049,0.134,N,0.22,0.204,0.144,0.244,Thursday
2019-03-29,1,0,AK,06:00:00,2,0.05,0.125,N,0.202,0.2,0.138,0.226,Friday
2019-04-01,1,0,AK,06:00:00,2,0.05,0.135,N,0.202,0.191,0.142,0.215,Monday
2019-04-02,1,0,AK,06:00:00,2,0.047,0.13584,N,0.207,0.196,0.14,0.23,Tuesday
2019-04-04,1,0,AK,06:00:00,2,0.059,0.146,N,0.196,0.185,0.125,0.217,Thursday
2019-04-05,1,0,AK,06:00:00,2,0.043,0.144,N,0.18,0.169,0.121,0.182,Friday
2019-04-08,1,0,AK,06:00:00,2,0.05,0.14604,N,0.204,0.193,0.129,0.232,Monday
2019-04-09,1,0,AK,06:00:00,2,0.062,0.174,N,0.216,0.2,0.139,0.25,Tuesday
2019-04-10,1,0,AK,06:00:00,2,0.0536666666666667,0.151,N,0.193,0.175,0.12,0.206,Wednesday
2019-04-11,1,0,AK,06:00:00,2,0.054,0.151,N,0.207,0.193,0.131,0.223,Thursday
2019-04-12,1,0,AK,06:00:00,2,0.053,0.133,N,0.223,0.211,0.153,0.239,Friday
2019-04-15,1,0,AK,06:00:00,2,0.052,0.132,N,0.207,0.197,0.143,0.229,Monday
2019-04-18,1,0,AK,06:00:00,2,0.049,0.135848,N,0.234,0.212,0.137,0.24,Thursday
2019-04-19,1,0,AK,06:00:00,2,0.052,0.14604,N,0.2,0.184,0.132,0.214,Friday
2019-05-06,1,0,AK,06:00:00,2,0.038,0.128,N,0.213,0.201,0.144,0.233,Monday
2019-05-07,1,0,AK,06:00:00,2,0.046,0.172,N,0.211,0.197,0.139,0.229,Tuesday
2019-05-10,1,0,AK,06:00:00,2,0.055,0.1694,N,0.188,0.177,0.138,0.216,Friday
2019-05-14,1,0,AK,06:00:00,2,0.055,0.149448,N,0.225,0.216,0.158,0.227,Tuesday
2019-05-15,1,0,AK,06:00:00,2,0.171,0.1418,N,0.209,0.199,0.148,0.229,Wednesday
2019-05-16,1,0,AK,06:00:00,2,0.0534,0.1462,N,0.206,0.197,0.143,0.214,Thursday
2019-05-20,1,0,AK,06:00:00,2,0.043,0.162,N,0.215,0.203,0.15,0.233,Monday
2019-01-07,1,0,BB,06:00:00,2,0.162,0.185,N,0.275,0.282,0.23,0.282,Monday
2019-01-08,1,0,BB,06:00:00,2,0.177,0.215,N,0.268,0.271,0.247,0.261,Tuesday
2019-01-10,1,0,BB,06:00:00,2,0.192,0.179,N,0.268,0.27,0.25,0.249,Thursday
2019-01-11,1,0,BB,06:00:00,2,0.107,0.146,N,0.281,0.285,0.253,0.273,Friday
2019-01-14,1,0,BB,06:00:00,2,0.172,0.156,N,0.302,0.315,0.258,0.309,Monday
2019-01-15,1,0,BB,06:00:00,2,0.183,0.19,N,0.275,0.277,0.254,0.265,Tuesday
2019-01-17,1,0,BB,06:00:00,2,0.176,0.193,N,0.26,0.26,0.239,0.262,Thursday
2019-01-18,1,0,BB,06:00:00,2,0.185,0.196,N,0.232,0.234,0.221,0.247,Friday
2019-01-21,1,0,BB,07:00:00,2,0.1785,0.214,N,0.297,0.344,0.257,0.665,Monday
2019-01-22,1,0,BB,06:00:00,2,0.187,0.187,N,0.273,0.275,0.261,0.264,Tuesday
2019-01-23,1,0,BB,06:00:00,2,0.184,0.217,N,0.264,0.263,0.251,0.24,Wednesday
2019-01-24,1,0,BB,06:00:00,2,0.202,0.198,N,0.298,0.319,0.258,0.318,Thursday
2019-01-28,1,0,BB,06:00:00,2,0.147,0.242,N,0.271,0.269,0.246,0.254,Monday
2019-01-29,1,0,BB,06:00:00,2,0.176125,0.187,N,0.229,0.252,0.22,0.244,Tuesday
2019-01-31,1,0,BB,06:00:00,2,0.193,0.181,N,0.268,0.273,0.241,0.265,Thursday
2019-02-01,1,0,BB,06:00:00,2,0.165,0.206,N,0.232,0.248,0.198,0.244,Friday
2019-02-04,1,0,BB,06:00:00,2,0.187,0.2006,N,0.302,0.315,0.245,0.316,Monday
2019-02-05,1,0,BB,06:00:00,2,0.1633,0.234,N,0.26,0.277,0.227,0.261,Tuesday
2019-02-06,1,0,BB,06:00:00,2,0.198,0.19,N,0.258,0.266,0.233,0.253,Wednesday
2019-02-07,1,0,BB,06:00:00,2,0.196,0.177,N,0.322,0.332,0.261,0.338,Thursday
2019-02-11,1,0,BB,06:00:00,2,0.181,0.208,N,0.225,0.22,0.202,0.204,Monday
2019-02-12,1,0,BB,06:00:00,2,0.202,0.176944,N,0.247,0.273,0.228,0.268,Tuesday
2019-02-13,1,0,BB,06:00:00,2,0.132,0.178,N,0.278,0.289,0.257,0.27,Wednesday
2019-02-14,1,0,BB,06:00:00,2,0.17025,0.1994,N,0.28,0.291,0.253,0.293,Thursday
2019-02-15,1,0,BB,07:00:00,2,0.265,0.204,N,0.24,0.271,0.209,0.273,Friday
2019-02-18,1,0,BB,06:00:00,2,0.185,0.197,N,0.252,0.253,0.233,0.238,Monday
2019-02-19,1,0,BB,06:00:00,2,0.181,0.196,N,0.284,0.303,0.237,0.283,Tuesday
2019-02-21,1,0,BB,06:00:00,2,0.15,0.2045,N,0.24,0.262,0.222,0.268,Thursday
2019-03-11,1,0,BB,06:00:00,2,0.1785,0.22,N,0.304,0.332,0.239,0.318,Monday
2019-03-12,1,0,BB,06:00:00,2,0.243,0.21,N,0.254,0.251,0.238,0.235,Tuesday
2019-03-14,1,0,BB,06:00:00,2,0.184,0.204,N,0.27,0.27,0.255,0.267,Thursday
2019-03-18,1,0,BB,06:00:00,2,0.174,0.199,N,0.287,0.292,0.241,0.276,Monday
2019-03-20,1,0,BB,06:00:00,2,0.174,0.248,N,0.28,0.289,0.236,0.3,Wednesday
2019-03-22,1,0,BB,06:00:00,2,0.259,0.201644,N,0.277,0.283,0.222,0.274,Friday
2019-03-25,1,0,BB,06:00:00,2,0.181,0.1868,N,0.242,0.245,0.214,0.242,Monday
2019-03-26,1,0,BB,06:00:00,2,0.1676,0.237,N,0.249,0.249,0.223,0.233,Tuesday
2019-03-27,1,0,BB,06:00:00,2,0.221,0.215,N,0.266,0.269,0.234,0.268,Wednesday
2019-03-28,1,0,BB,06:00:00,2,0.194,0.223,N,0.259,0.262,0.244,0.251,Thursday
2019-03-29,1,0,BB,06:00:00,2,0.219,0.174,N,0.255,0.267,0.226,0.252,Friday
2019-04-01,1,0,BB,06:00:00,2,0.185,0.189,N,0.23,0.226,0.215,0.216,Monday
2019-04-02,1,0,BB,06:00:00,2,0.171,0.203,N,0.268,0.279,0.23,0.255,Tuesday
2019-04-04,1,0,BB,06:00:00,2,0.208,0.188,N,0.233,0.245,0.217,0.24,Thursday
2019-04-05,1,0,BB,06:00:00,2,0.214,0.17572,N,0.2,0.227,0.182,0.223,Friday
2019-04-08,1,0,BB,06:00:00,2,0.152,0.285,N,0.259,0.278,0.232,0.303,Monday
2019-04-09,1,0,BB,06:00:00,2,0.229,0.202,N,0.284,0.29,0.25,0.283,Tuesday
2019-04-10,1,0,BB,06:00:00,2,0.1836,0.198,N,0.222,0.224,0.206,0.205,Wednesday
2019-04-11,1,0,BB,06:00:00,2,0.204,0.191,N,0.248,0.245,0.223,0.23,Thursday
2019-04-12,1,0,BB,06:00:00,2,0.203,0.161,N,0.246,0.248,0.239,0.236,Friday
2019-04-15,1,0,BB,06:00:00,2,0.196,0.17572,N,0.251,0.251,0.229,0.23,Monday
2019-04-18,1,0,BB,06:00:00,2,0.183,0.197,N,0.249,0.248,0.24,0.228,Thursday
2019-04-19,1,0,BB,06:00:00,2,0.163,0.138,N,0.237,0.25,0.214,0.243,Friday
2019-05-06,1,0,BB,06:00:00,2,0.182,0.166,N,0.271,0.28,0.233,0.284,Monday
2019-05-07,1,0,BB,06:00:00,2,0.187,0.198,N,0.255,0.262,0.229,0.246,Tuesday
2019-05-10,1,0,BB,06:00:00,2,0.1766,0.19,N,0.24,0.235,0.216,0.22,Friday
2019-05-14,1,0,BB,06:00:00,2,0.203,0.208,N,0.265,0.272,0.227,0.255,Tuesday
2019-05-15,1,0,BB,06:00:00,2,0.212,0.188944,N,0.272,0.271,0.229,0.247,Wednesday
2019-05-16,1,0,BB,06:00:00,2,0.1836,0.202,N,0.239,0.242,0.214,0.22,Thursday
2019-05-20,1,0,BB,06:00:00,2,0.166,0.161,N,0.254,0.248,0.233,0.222,Monday
2019-01-07,23,0,AB,06:00:00,2,0.052,0.11,N,0.07,0.061,0.026,0.085,Monday
2019-01-14,23,0,AB,06:00:00,2,0.099,0.1002,N,0.065,0.052,0.021,0.083,Monday
2019-01-16,23,0,AB,06:00:00,2,0.049,0.10232,N,0.072,0.063,0.031,0.092,Wednesday
2019-01-17,23,0,AB,06:00:00,2,0.0466,0.105,N,0.065,0.054,0.025,0.084,Thursday
2019-01-18,23,0,AB,06:00:00,2,0.05,0.103488,N,0.057,0.046,0.02,0.076,Friday
2019-01-21,23,0,AB,06:00:00,2,0.059,0.125,N,0.076,0.062,0.022,0.091,Monday
2019-01-22,23,0,AB,06:00:00,2,0.134,0.1012,N,0.065,0.053,0.022,0.086,Tuesday
2019-01-24,23,0,AB,06:00:00,2,0.069,0.115,N,0.067,0.058,0.022,0.085,Thursday
2019-01-25,23,0,AB,06:00:00,2,0.046,0.088,N,0.056,0.053,0.029,0.068,Friday
2019-01-28,23,0,AB,06:00:00,2,0.06,0.10232,N,0.067,0.059,0.028,0.091,Monday
2019-01-29,23,0,AB,06:00:00,2,0.056,0.089,N,0.069,0.057,0.032,0.085,Tuesday
2019-02-01,23,0,AB,06:00:00,2,0.05,0.094,N,0.07,0.06,0.027,0.089,Friday
2019-02-04,23,0,AB,06:00:00,2,0.053,0.094,N,0.07,0.059,0.021,0.089,Monday
2019-02-05,23,0,AB,06:00:00,2,0.049,0.095,N,0.064,0.055,0.02,0.081,Tuesday
2019-02-06,23,0,AB,06:00:00,2,0.047,0.102,N,0.053,0.045,0.011,0.065,Wednesday
2019-02-08,23,0,AB,06:00:00,2,0.048,0.095,N,0.049,0.044,0.021,0.069,Friday
2019-02-11,23,0,AB,06:00:00,2,0.044,0.124,N,0.053,0.044,0.015,0.067,Monday
2019-02-12,23,0,AB,06:00:00,2,0.053,0.118,N,0.058,0.05,0.018,0.071,Tuesday
2019-02-13,23,0,AB,06:00:00,2,0.049,0.093,N,0.05,0.046,0.022,0.06,Wednesday
2019-02-14,23,0,AB,06:00:00,2,0.054,0.106,N,0.061,0.053,0.02,0.076,Thursday
2019-02-18,23,0,AB,06:00:00,2,0.061,0.102,N,0.069,0.059,0.021,0.087,Monday
2019-02-22,23,0,AB,06:00:00,2,0.028,0.107,N,0.048,0.041,0.017,0.061,Friday
2019-03-11,23,0,AB,06:00:00,2,0.06,0.114,N,0.054,0.048,0.018,0.072,Monday
2019-03-12,23,0,AB,06:00:00,2,0.058,0.105,N,0.064,0.054,0.012,0.075,Tuesday
2019-03-14,23,0,AB,06:00:00,2,0.058,0.107,N,0.061,0.053,0.017,0.074,Thursday
2019-03-15,23,0,AB,06:00:00,2,0.046,0.094,N,0.069,0.062,0.021,0.082,Friday
2019-03-18,23,0,AB,06:00:00,2,0.0476,0.1064,N,0.147,0.127,0.068,0.176,Monday
2019-03-19,23,0,AB,06:00:00,2,0.05,0.118,N,0.055,0.046,0.013,0.072,Tuesday
2019-03-20,23,0,AB,06:00:00,2,0.048,0.102,N,0.054,0.047,0.019,0.067,Wednesday
2019-03-22,23,0,AB,06:00:00,2,0.05452,0.088,N,0.054,0.047,0.018,0.066,Friday
2019-03-25,23,0,AB,06:00:00,2,0.058,0.106,N,0.066,0.054,0.02,0.076,Monday
2019-03-26,23,0,AB,06:00:00,2,0.046,0.101688,N,0.061,0.053,0.02,0.078,Tuesday
2019-03-28,23,0,AB,06:00:00,2,0.05,0.097,N,0.067,0.06,0.028,0.086,Thursday
2019-03-29,23,0,AB,06:00:00,2,0.045,0.099,N,0.063,0.054,0.02,0.078,Friday
2019-04-01,23,0,AB,06:00:00,2,0.043,0.093,N,0.062,0.053,0.024,0.076,Monday
2019-04-04,23,0,AB,06:00:00,2,0.05,0.095,N,0.07,0.061,0.025,0.085,Thursday
2019-04-05,23,0,AB,06:00:00,2,0.055,0.079,N,0.054,0.044,0.02,0.068,Friday
2019-04-08,23,0,AB,06:00:00,2,0.05192,0.094,N,0.061,0.05,0.017,0.074,Monday
2019-04-09,23,0,AB,06:00:00,2,0.058,0.099,N,0.058,0.024,0.0224,0.079,Tuesday
2019-04-10,23,0,AB,06:00:00,2,0.053,0.112,N,0.06,0.049,0.015,0.074,Wednesday
2019-04-11,23,0,AB,06:00:00,2,0.064,0.104,N,0.055,0.045,0.02,0.066,Thursday
2019-04-19,23,0,AB,06:00:00,2,0.055,0.073,N,0.059,0.049,0.024,0.07,Friday
2019-05-06,23,0,AB,06:00:00,2,0.049,0.10232,N,0.068,0.061,0.023,0.08,Monday
2019-05-07,23,0,AB,06:00:00,2,0.047,0.082,N,0.054,0.047,0.018,0.063,Tuesday
2019-05-09,23,0,AB,06:00:00,2,0.053,0.091,N,0.057,0.048,0.015,0.073,Thursday
2019-05-10,23,0,AB,06:00:00,2,0.079,0.10384,N,0.058,0.053,0.022,0.069,Friday
2019-05-13,23,0,AB,06:00:00,2,0.0486,0.108,N,0.075,0.066,0.03,0.084,Monday
2019-05-14,23,0,AB,06:00:00,2,0.101,0.1042,N,0.066,0.057,0.025,0.082,Tuesday
2019-05-15,23,0,AB,06:00:00,2,0.054,0.10232,N,0.062,0.052,0.021,0.075,Wednesday
2019-05-20,23,0,AB,06:00:00,2,0.056,0.104,N,0.068,0.056,0.018,0.077,Monday
2019-03-21,23,0,AB,06:00:00,2,0.045,0.1054,N,0.066,0.056,0.028,0.074,Thursday
2019-01-07,23,0,BF,06:00:00,2,0.077,0.138,N,0.085,0.07,0.061,0.133,Monday
2019-01-14,23,0,BF,06:00:00,2,0.133,0.125,N,0.083,0.065,0.052,0.134,Monday
2019-01-16,23,0,BF,06:00:00,2,0.075,0.126,N,0.092,0.072,0.063,0.134,Wednesday
2019-01-17,23,0,BF,06:00:00,2,0.07432,0.131,N,0.084,0.065,0.054,0.124,Thursday
2019-01-18,23,0,BF,06:00:00,2,0.07,0.133,N,0.076,0.057,0.046,0.125,Friday
2019-01-21,23,0,BF,06:00:00,2,0.085,0.154,N,0.091,0.076,0.062,0.146,Monday
2019-01-22,23,0,BF,06:00:00,2,0.191,0.1266,N,0.086,0.065,0.053,0.133,Tuesday
2019-01-24,23,0,BF,06:00:00,2,0.108,0.141,N,0.085,0.067,0.058,0.139,Thursday
2019-01-25,23,0,BF,06:00:00,2,0.074,0.11,N,0.068,0.056,0.053,0.126,Friday
2019-01-28,23,0,BF,06:00:00,2,0.084,0.12615,N,0.091,0.067,0.059,0.134,Monday
2019-01-29,23,0,BF,06:00:00,2,0.093,0.116,N,0.085,0.069,0.057,0.125,Tuesday
2019-02-01,23,0,BF,06:00:00,2,0.0814,0.123,N,0.089,0.07,0.06,0.126,Friday
2019-02-04,23,0,BF,06:00:00,2,0.081,0.118,N,0.089,0.07,0.059,0.13,Monday
2019-02-05,23,0,BF,06:00:00,2,0.08,0.126,N,0.081,0.064,0.055,0.126,Tuesday
2019-02-06,23,0,BF,06:00:00,2,0.074,0.129,N,0.065,0.053,0.045,0.101,Wednesday
2019-02-08,23,0,BF,06:00:00,2,0.073,0.123,N,0.069,0.049,0.044,0.11,Friday
2019-02-11,23,0,BF,06:00:00,2,0.078,0.15,N,0.067,0.053,0.044,0.119,Monday
2019-02-12,23,0,BF,06:00:00,2,0.086,0.144,N,0.071,0.058,0.05,0.107,Tuesday
2019-02-13,23,0,BF,06:00:00,2,0.082,0.117,N,0.06,0.05,0.046,0.085,Wednesday
2019-02-14,23,0,BF,06:00:00,2,0.085,0.14,N,0.076,0.061,0.053,0.115,Thursday
2019-02-18,23,0,BF,06:00:00,2,0.085,0.138,N,0.087,0.069,0.059,0.134,Monday
2019-02-22,23,0,BF,06:00:00,2,0.049,0.136,N,0.061,0.048,0.041,0.096,Friday
2019-03-11,23,0,BF,06:00:00,2,0.089,0.144,N,0.072,0.054,0.048,0.12,Monday
2019-03-12,23,0,BF,06:00:00,2,0.09,0.135,N,0.075,0.064,0.054,0.126,Tuesday
2019-03-14,23,0,BF,06:00:00,2,0.09,0.132,N,0.074,0.061,0.053,0.117,Thursday
2019-03-15,23,0,BF,06:00:00,2,0.068,0.117,N,0.082,0.069,0.062,0.131,Friday
2019-03-18,23,0,BF,06:00:00,2,0.0764,0.126,N,0.176,0.147,0.127,0.241,Monday
2019-03-19,23,0,BF,06:00:00,2,0.078,0.145,N,0.072,0.055,0.046,0.112,Tuesday
2019-03-20,23,0,BF,06:00:00,2,0.074,0.126,N,0.067,0.054,0.047,0.097,Wednesday
2019-03-22,23,0,BF,06:00:00,2,0.08875,0.112,N,0.066,0.054,0.047,0.1,Friday
2019-03-25,23,0,BF,06:00:00,2,0.08,0.14,N,0.076,0.066,0.054,0.111,Monday
2019-03-26,23,0,BF,06:00:00,2,0.073,0.1308667,N,0.078,0.061,0.053,0.117,Tuesday
2019-03-28,23,0,BF,06:00:00,2,0.074,0.12,N,0.086,0.067,0.06,0.128,Thursday
2019-03-29,23,0,BF,06:00:00,2,0.067,0.125,N,0.078,0.063,0.054,0.114,Friday
2019-04-01,23,0,BF,06:00:00,2,0.069,0.122,N,0.076,0.062,0.053,0.119,Monday
