date,train,way,station,hour,composition,p1q0,p2q0,p3q0,p0q1,p0q2,p0q3,p0q0,day
2019-02-11,10,0,AX,10:00:00,2,0.114,0.088,0.103,N,N,N,0.055,Monday
2019-02-12,10,0,AX,10:00:00,2,0.105,0.097,0.073,N,N,N,0.053,Tuesday
2019-02-13,10,0,AX,10:00:00,2,0.089,0.13584,0.088,N,N,N,0.055,Wednesday
2019-02-15,10,0,AX,10:00:00,2,0.081,0.096,0.112,N,N,N,0.099,Friday
2019-02-18,10,0,AX,10:00:00,2,0.093,0.097,0.079,N,N,N,0.07,Monday
2019-02-19,10,0,AX,10:00:00,2,0.137,0.1024,0.093,N,N,N,0.056,Tuesday
2019-02-21,10,0,AX,10:00:00,2,0.204,0.162,0.0904,N,N,N,0.079,Thursday
2019-03-11,10,0,AX,10:00:00,2,0.111,0.111,0.09628,N,N,N,0.077,Monday
2019-03-12,10,0,AX,10:00:00,2,0.102,0.143528,0.092,N,N,N,0.072,Tuesday
2019-03-14,10,0,AX,10:00:00,2,0.144,0.1048,0.107,N,N,N,0.069,Thursday
2019-03-15,10,0,AX,10:00:00,2,0.11,0.11876,0.097,N,N,N,0.056,Friday
2019-03-18,10,0,AX,10:00:00,2,0.117,0.108,0.09628,N,N,N,0.075,Monday
2019-03-20,10,0,AX,10:00:00,2,0.099,0.104,0.09808,N,N,N,0.095,Wednesday
2019-03-22,10,0,AX,10:00:00,2,0.108,0.1,0.078,N,N,N,0.063,Friday
2019-03-26,10,0,AX,10:00:00,2,0.1228,0.117,0.09168,N,N,N,0.059,Tuesday
2019-03-27,10,0,AX,10:00:00,2,0.082,0.105,0.10208,N,N,N,0.056,Wednesday
2019-03-28,10,0,AX,10:00:00,2,0.095,0.114,0.073,N,N,N,0.077,Thursday
2019-03-29,10,0,AX,10:00:00,2,0.099,0.091,0.092,N,N,N,0.07,Friday
2019-04-01,10,0,AX,10:00:00,2,0.104,0.119,0.095,N,N,N,0.087,Monday
2019-04-02,10,0,AX,10:00:00,2,0.099,0.106,0.082,N,N,N,0.058,Tuesday
2019-04-04,10,0,AX,10:00:00,2,0.08,0.093,0.092,N,N,N,0.128,Thursday
2019-04-05,10,0,AX,10:00:00,2,0.102,0.088,0.08,N,N,N,0.069,Friday
2019-04-08,10,0,AX,10:00:00,2,0.107,0.1,0.099,N,N,N,0.088,Monday
2019-04-09,10,0,AX,10:00:00,2,0.101,0.108,0.079,N,N,N,0.053,Tuesday
2019-04-10,10,0,AX,10:00:00,2,0.106,0.099,0.084,N,N,N,0.051,Wednesday
2019-04-11,10,0,AX,10:00:00,2,0.099,0.104,0.084,N,N,N,0.068,Thursday
2019-04-15,10,0,AX,10:00:00,2,0.1,0.101,0.107,N,N,N,0.094,Monday
2019-04-18,10,0,AX,10:00:00,2,0.095,0.095,0.077,N,N,N,0.066,Thursday
2019-04-19,10,0,AX,10:00:00,2,0.09,0.075,0.098,N,N,N,0.069,Friday
2019-05-06,10,0,AX,10:00:00,2,0.126,0.089,0.08,N,N,N,0.054,Monday
2019-05-07,10,0,AX,10:00:00,2,0.09,0.111,0.113,N,N,N,0.086,Tuesday
2019-05-09,10,0,AX,10:00:00,2,0.095,0.109,0.066,N,N,N,0.072,Thursday
2019-05-13,10,0,AX,10:00:00,2,0.0902,0.097,0.08,N,N,N,0.065,Monday
2019-05-14,10,0,AX,10:00:00,2,0.1026,0.119,0.089,N,N,N,0.061,Tuesday
2019-05-15,10,0,AX,10:00:00,2,0.085,0.106,0.099,N,N,N,0.066,Wednesday
2019-05-20,10,0,AX,10:00:00,2,0.12644,0.1024,0.0888,N,N,N,0.086,Monday
2019-01-08,11,0,AX,10:00:00,2,0.094,0.095,0.076,N,N,N,0.068,Tuesday
2019-01-09,11,0,AX,10:00:00,2,0.094,0.087,0.065,N,N,N,0.06,Wednesday
2019-01-10,11,0,AX,10:00:00,2,0.113,0.08,0.07,N,N,N,0.066,Thursday
2019-01-11,11,0,AX,10:00:00,2,0.105,0.087,0.07,N,N,N,0.078,Friday
2019-01-14,11,0,AX,10:00:00,2,0.106,0.095,0.061,N,N,N,0.085,Monday
2019-01-15,11,0,AX,10:00:00,2,0.119,0.098,0.05,N,N,N,0.079,Tuesday
2019-01-16,11,0,AX,10:00:00,2,0.115,0.095,0.048,N,N,N,0.077,Wednesday
2019-01-17,11,0,AX,10:00:00,2,0.117,0.072,0.068,N,N,N,0.066,Thursday
2019-01-18,11,0,AX,10:00:00,2,0.16,0.084,0.094,N,N,N,0.07,Friday
2019-01-21,11,0,AX,10:00:00,2,0.107,0.099,0.079,N,N,N,0.072,Monday
2019-01-22,11,0,AX,10:00:00,2,0.085,0.061,0.0875,N,N,N,0.078,Tuesday
2019-01-24,11,0,AX,10:00:00,2,0.219,0.0884,0.079,N,N,N,0.171,Thursday
2019-01-28,11,0,AX,10:00:00,2,0.123,0.07,0.057,N,N,N,0.08,Monday
2019-01-29,11,0,AX,10:00:00,2,0.104,0.078,0.074,N,N,N,0.077,Tuesday
2019-01-31,11,0,AX,10:00:00,2,0.106,0.091,0.087875,N,N,N,0.06,Thursday
2019-02-01,11,0,AX,10:00:00,2,0.1068,0.1,0.092,N,N,N,0.07,Friday
2019-02-05,11,0,AX,10:00:00,2,0.164,0.125,0.101,N,N,N,0.093,Tuesday
2019-02-06,11,0,AX,10:00:00,2,0.106,0.07,0.091,N,N,N,0.073,Wednesday
2019-02-11,11,0,AX,10:00:00,2,0.088,0.103,0.055,N,N,N,0.078,Monday
2019-02-12,11,0,AX,10:00:00,2,0.097,0.073,0.053,N,N,N,0.082,Tuesday
2019-02-13,11,0,AX,10:00:00,2,0.11596,0.088,0.055,N,N,N,0.069,Wednesday
2019-02-14,11,0,AX,10:00:00,2,0.107,0.072,0.09075,N,N,N,0.121,Thursday
2019-02-15,11,0,AX,10:00:00,2,0.096,0.112,0.099,N,N,N,0.075,Friday
2019-02-18,11,0,AX,10:00:00,2,0.097,0.079,0.07,N,N,N,0.066,Monday
2019-02-19,11,0,AX,10:00:00,2,0.11596,0.093,0.056,N,N,N,0.06,Tuesday
2019-02-20,11,0,AX,10:00:00,2,0.095,0.073,0.0875,N,N,N,0.078,Wednesday
2019-02-21,11,0,AX,10:00:00,2,0.162,0.079,0.0705,N,N,N,0.05,Thursday
2019-02-22,11,0,AX,10:00:00,2,0.11375,0.11,0.072,N,N,N,0.075,Friday
2019-03-11,11,0,AX,10:00:00,2,0.111,0.077,0.0867,N,N,N,0.073,Monday
2019-03-13,11,0,AX,10:00:00,2,0.114,0.084,0.083625,N,N,N,0.056,Wednesday
2019-03-14,11,0,AX,10:00:00,2,0.122,0.107,0.069,N,N,N,0.082,Thursday
2019-03-15,11,0,AX,10:00:00,2,0.11556,0.097,0.056,N,N,N,0.066,Friday
2019-03-18,11,0,AX,10:00:00,2,0.108,0.098,0.075,N,N,N,0.061,Monday
2019-03-22,11,0,AX,10:00:00,2,0.1,0.078,0.063,N,N,N,0.065,Friday
2019-03-28,11,0,AX,10:00:00,2,0.114,0.073,0.077,N,N,N,0.074,Thursday
2019-03-29,11,0,AX,10:00:00,2,0.091,0.092,0.07,N,N,N,0.072,Friday
2019-04-01,11,0,AX,10:00:00,2,0.119,0.095,0.087,N,N,N,0.071,Monday
2019-04-02,11,0,AX,10:00:00,2,0.106,0.082,0.058,N,N,N,0.139,Tuesday
2019-04-03,11,0,AX,10:00:00,2,0.10615,0.068,0.0762,N,N,N,0.059,Wednesday
2019-04-05,11,0,AX,10:00:00,2,0.088,0.08,0.069,N,N,N,0.078,Friday
2019-04-08,11,0,AX,10:00:00,2,0.1,0.099,0.088,N,N,N,0.075,Monday
2019-04-09,11,0,AX,10:00:00,2,0.108,0.079,0.053,N,N,N,0.097,Tuesday
2019-04-10,11,0,AX,10:00:00,2,0.099,0.084,0.051,N,N,N,0.08,Wednesday
2019-04-11,11,0,AX,10:00:00,2,0.104,0.084,0.068,N,N,N,0.089,Thursday
2019-04-12,11,0,AX,10:00:00,2,0.078,0.093,0.0783,N,N,N,0.067,Friday
2019-04-18,11,0,AX,10:00:00,2,0.095,0.077,0.066,N,N,N,0.084,Thursday
2019-04-19,11,0,AX,10:00:00,2,0.075,0.098,0.069,N,N,N,0.055,Friday
2019-05-06,11,0,AX,10:00:00,2,0.089,0.08,0.054,N,N,N,0.07,Monday
2019-05-07,11,0,AX,10:00:00,2,0.111,0.113,0.086,N,N,N,0.102,Tuesday
2019-05-09,11,0,AX,10:00:00,2,0.109,0.066,0.072,N,N,N,0.106,Thursday
2019-05-10,11,0,AX,10:00:00,2,0.079,0.092,0.0783,N,N,N,0.064,Friday
2019-05-13,11,0,AX,10:00:00,2,0.097,0.08,0.065,N,N,N,0.064,Monday
2019-05-14,11,0,AX,10:00:00,2,0.119,0.089,0.061,N,N,N,0.069,Tuesday
2019-05-15,11,0,AX,10:00:00,2,0.106,0.099,0.066,N,N,N,0.096,Wednesday
2019-05-20,11,0,AX,10:00:00,2,0.10555,0.086,0.0827,N,N,N,0.086,Monday
2019-03-21,11,0,AX,10:00:00,2,0.095,0.074,0.0841,N,N,N,0.065,Thursday
2019-01-07,13,0,BC,10:00:00,2,0.014,0.102,0.175,N,N,N,0.02,Monday
2019-01-08,13,0,BC,10:00:00,2,0.014,0.131,0.172,N,N,N,0.017,Tuesday
2019-01-09,13,0,BC,10:00:00,2,0.023,0.161,0.1599,N,N,N,0.019,Wednesday
2019-01-10,13,0,BC,10:00:00,2,0.023,0.101,0.185,N,N,N,0.017,Thursday
2019-01-11,13,0,BC,10:00:00,2,0.015,0.138,0.1576,N,N,N,0.022,Friday
2019-01-14,13,0,BC,10:00:00,2,0.016,0.163,0.1599,N,N,N,0.024,Monday
2019-01-15,13,0,BC,10:00:00,2,0.016,0.117,0.162,N,N,N,0.02,Tuesday
2019-01-16,13,0,BC,10:00:00,2,0.02,0.107,0.1576,N,N,N,0.021,Wednesday
2019-01-17,13,0,BC,10:00:00,2,0.018,0.1502,0.171,N,N,N,0.024,Thursday
2019-01-18,13,0,BC,10:00:00,2,0.019,0.102,0.1576,N,N,N,0.015,Friday
2019-01-21,13,0,BC,10:00:00,2,0.0156,0.118,0.182,N,N,N,0.018,Monday
2019-01-22,13,0,BC,10:00:00,2,0.02,0.261,0.1645,N,N,N,0.021,Tuesday
2019-01-23,13,0,BC,10:00:00,2,0.026,0.134,0.145,N,N,N,0.011,Wednesday
2019-01-24,13,0,BC,10:00:00,2,0.025,0.144,0.178,N,N,N,0.028,Thursday
2019-01-28,13,0,BC,10:00:00,2,0.123,0.114,0.153,N,N,N,0.024,Monday
2019-01-29,13,0,BC,10:00:00,2,0.02132,0.125,0.153,N,N,N,0.025,Tuesday
2019-01-31,13,0,BC,10:00:00,2,0.014,0.1168,0.157,N,N,N,0.026,Thursday
2019-02-01,13,0,BC,10:00:00,2,0.031,0.1124,0.152,N,N,N,0.027,Friday
2019-02-04,13,0,BC,10:00:00,2,0.014,0.11,0.156,N,N,N,0.028,Monday
2019-02-05,13,0,BC,10:00:00,2,0.0202,0.115,0.161,N,N,N,0.022,Tuesday
2019-02-06,13,0,BC,10:00:00,2,0.02,0.101,0.159,N,N,N,0.016,Wednesday
2019-02-07,13,0,BC,10:00:00,2,0.022,0.134,0.153,N,N,N,0.03,Thursday
2019-02-08,13,0,BC,10:00:00,2,0.021,0.111,0.151,N,N,N,0.016,Friday
2019-02-11,13,0,BC,10:00:00,2,0.017,0.118,0.181,N,N,N,0.025,Monday
2019-02-12,13,0,BC,10:00:00,2,0.016,0.13,0.175,N,N,N,0.025,Tuesday
2019-02-13,13,0,BC,10:00:00,2,0.113,0.156,0.154,N,N,N,0.032,Wednesday
2019-02-14,13,0,BC,10:00:00,2,0.0184,0.112,0.171,N,N,N,0.028,Thursday
2019-02-15,13,0,BC,10:00:00,2,0.036,0.109,0.127,N,N,N,0.02,Friday
2019-02-18,13,0,BC,10:00:00,2,0.025,0.119,0.177,N,N,N,0.022,Monday
2019-02-20,13,0,BC,10:00:00,2,0.118,0.114,0.153,N,N,N,0.021,Wednesday
2019-02-21,13,0,BC,10:00:00,2,0.12,0.191,0.17,N,N,N,0.024,Thursday
2019-02-22,13,0,BC,10:00:00,2,0.082,0.176,0.161333333333333,N,N,N,0.022,Friday
2019-03-11,13,0,BC,10:00:00,2,0.018,0.124,0.171,N,N,N,0.028,Monday
2019-03-12,13,0,BC,10:00:00,2,0.02,0.129,0.173,N,N,N,0.021,Tuesday
2019-03-13,13,0,BC,10:00:00,2,0.024,0.1502,0.159583333333333,N,N,N,0.029,Wednesday
2019-03-14,13,0,BC,10:00:00,2,0.024,0.126,0.168,N,N,N,0.017,Thursday
2019-03-15,13,0,BC,10:00:00,2,0.014,0.1,0.144,N,N,N,0.023,Friday
2019-03-18,13,0,BC,10:00:00,2,0.018,0.1502,0.159583333333333,N,N,N,0.043,Monday
2019-03-19,13,0,BC,10:00:00,2,0.016,0.121,0.183,N,N,N,0.018,Tuesday
2019-03-22,13,0,BC,10:00:00,2,0.018,0.152,0.160375,N,N,N,0.018,Friday
2019-03-25,13,0,BC,10:00:00,2,0.023,0.113,0.175,N,N,N,0.021,Monday
2019-03-26,13,0,BC,10:00:00,2,0.0708,0.102,0.165666666666667,N,N,N,0.028,Tuesday
2019-03-27,13,0,BC,10:00:00,2,0.012,0.126,0.133,N,N,N,0.023,Wednesday
2019-03-28,13,0,BC,10:00:00,2,0.011,0.118,0.162,N,N,N,0.018,Thursday
2019-03-29,13,0,BC,10:00:00,2,0.011,0.107,0.165,N,N,N,0.02,Friday
2019-04-01,13,0,BC,10:00:00,2,0.015,0.108,0.157,N,N,N,0.025,Monday
2019-04-02,13,0,BC,10:00:00,2,0.005,0.1206,0.153,N,N,N,0.048,Tuesday
2019-04-03,13,0,BC,10:00:00,2,0.007,0.116,0.1575,N,N,N,0.038,Wednesday
2019-04-05,13,0,BC,10:00:00,2,0.011,0.117,0.149,N,N,N,0.018,Friday
2019-04-08,13,0,BC,10:00:00,2,0.012,0.1502,0.164,N,N,N,0.015,Monday
2019-04-09,13,0,BC,10:00:00,2,0.012,0.128,0.159,N,N,N,0.023,Tuesday
2019-04-11,13,0,BC,10:00:00,2,0.013,0.123,0.177,N,N,N,0.023,Thursday
2019-04-12,13,0,BC,10:00:00,2,0.015,0.103,0.1575,N,N,N,0.02,Friday
2019-04-15,13,0,BC,10:00:00,2,0.018,0.116,0.1575,N,N,N,0.015,Monday
2019-04-18,13,0,BC,10:00:00,2,0.013,0.122,0.151,N,N,N,0.022,Thursday
2019-04-19,13,0,BC,10:00:00,2,0.015,0.124,0.133,N,N,N,0.026,Friday
2019-05-06,13,0,BC,10:00:00,2,0.007,0.112,0.1575,N,N,N,0.023,Monday
2019-05-07,13,0,BC,10:00:00,2,0.015,0.117,0.137,N,N,N,0.024,Tuesday
2019-05-09,13,0,BC,10:00:00,2,0.017,0.12,0.155,N,N,N,0.02,Thursday
2019-05-13,13,0,BC,10:00:00,2,0.015,0.1202,0.168,N,N,N,0.024,Monday
2019-05-15,13,0,BC,10:00:00,2,0.119,0.114,0.158,N,N,N,0.022,Wednesday
2019-05-16,13,0,BC,10:00:00,2,0.018,0.156,0.1599,N,N,N,0.018,Thursday
2019-05-20,13,0,BC,10:00:00,2,0.017,0.129,0.163,N,N,N,0.029,Monday
2019-01-30,13,0,BC,10:00:00,2,0.0182,0.1388,0.1576,N,N,N,0.074,Wednesday
2019-01-07,14,0,BC,10:00:00,2,0.191,0.041,0.29205,N,N,N,0.056,Monday
2019-01-08,14,0,BC,10:00:00,2,0.1518,0.1948,0.329,N,N,N,0.047,Tuesday
2019-01-09,14,0,BC,10:00:00,2,0.1462,0.04,0.295,N,N,N,0.05,Wednesday
2019-01-10,14,0,BC,10:00:00,2,0.059,0.035,0.2914,N,N,N,0.04,Thursday
2019-01-11,14,0,BC,10:00:00,2,0.042,0.279,0.29225,N,N,N,0.044,Friday
2019-01-15,14,0,BC,10:00:00,2,0.1442,0.049,0.302,N,N,N,0.038,Tuesday
2019-01-16,14,0,BC,10:00:00,2,0.18,0.033,0.29,N,N,N,0.044,Wednesday
2019-01-17,14,0,BC,10:00:00,2,0.166,0.035,0.29,N,N,N,0.049,Thursday
2019-01-18,14,0,BC,10:00:00,2,0.166,0.046,0.309,N,N,N,0.044,Friday
2019-01-22,14,0,BC,10:00:00,2,0.2,0.046,0.328,N,N,N,0.054,Tuesday
2019-01-23,14,0,BC,10:00:00,2,0.059,0.049,0.289,N,N,N,0.054,Wednesday
2019-01-24,14,0,BC,10:00:00,2,0.201,0.055,0.29225,N,N,N,0.05,Thursday
2019-01-25,14,0,BC,10:00:00,2,0.182,0.039,0.25,N,N,N,0.049,Friday
2019-01-28,14,0,BC,10:00:00,2,0.185,0.043,0.292,N,N,N,0.054,Monday
2019-01-29,14,0,BC,10:00:00,2,0.177,0.042,0.328,N,N,N,0.05,Tuesday
2019-01-31,14,0,BC,10:00:00,2,0.1364,0.386,0.276666666666667,N,N,N,0.051,Thursday
2019-02-04,14,0,BC,10:00:00,2,0.18,0.049,0.309,N,N,N,0.042,Monday
2019-02-05,14,0,BC,10:00:00,2,0.18,0.042,0.29225,N,N,N,0.047,Tuesday
2019-02-07,14,0,BC,10:00:00,2,0.048,0.305,0.29225,N,N,N,0.125,Thursday
2019-02-13,14,0,BC,10:00:00,2,0.13,0.167,0.306,N,N,N,0.037,Wednesday
2019-02-14,14,0,BC,10:00:00,2,0.162,0.049,0.295,N,N,N,0.039,Thursday
2019-02-15,14,0,BC,10:00:00,2,0.088,0.313,0.29175,N,N,N,0.04,Friday
2019-02-18,14,0,BC,10:00:00,2,0.186,0.1508,0.287,N,N,N,0.056,Monday
2019-02-19,14,0,BC,10:00:00,2,0.059,0.059,0.291,N,N,N,0.052,Tuesday
2019-02-20,14,0,BC,10:00:00,2,0.059,0.043,0.291,N,N,N,0.047,Wednesday
2019-02-21,14,0,BC,10:00:00,2,0.093,0.06696,0.3015625,N,N,N,0.046,Thursday
2019-02-22,14,0,BC,10:00:00,2,0.126,0.039,0.242,N,N,N,0.039,Friday
2019-03-11,14,0,BC,10:00:00,2,0.18,0.041,0.292083333333333,N,N,N,0.05,Monday
2019-03-12,14,0,BC,10:00:00,2,0.186,0.042,0.299,N,N,N,0.042,Tuesday
2019-03-13,14,0,BC,10:00:00,2,0.1518,0.1996,0.298,N,N,N,0.049,Wednesday
2019-03-14,14,0,BC,10:00:00,2,0.175,0.052,0.254,N,N,N,0.048,Thursday
2019-03-15,14,0,BC,10:00:00,2,0.172,0.17375,0.290083333333333,N,N,N,0.048,Friday
2019-03-18,14,0,BC,10:00:00,2,0.298,0.1496,0.289,N,N,N,0.036,Monday
2019-03-19,14,0,BC,10:00:00,2,0.158,0.059,0.284,N,N,N,0.047,Tuesday
2019-03-20,14,0,BC,10:00:00,2,0.139,0.057,0.269,N,N,N,0.047,Wednesday
2019-03-25,14,0,BC,10:00:00,2,0.164,0.1948,0.290333333333333,N,N,N,0.043,Monday
2019-03-26,14,0,BC,10:00:00,2,0.166,0.058,0.302,N,N,N,0.045,Tuesday
2019-03-27,14,0,BC,10:00:00,2,0.1712,0.051,0.274,N,N,N,0.042,Wednesday
2019-03-28,14,0,BC,10:00:00,2,0.183,0.1524,0.241,N,N,N,0.048,Thursday
2019-03-29,14,0,BC,10:00:00,2,0.161,0.043,0.275,N,N,N,0.042,Friday
2019-04-01,14,0,BC,10:00:00,2,0.155,0.056,0.251,N,N,N,0.04,Monday
2019-04-02,14,0,BC,10:00:00,2,0.05,0.306,0.29225,N,N,N,0.039,Tuesday
2019-04-03,14,0,BC,10:00:00,2,0.1584,0.054,0.287,N,N,N,0.042,Wednesday
2019-04-04,14,0,BC,10:00:00,2,0.175,0.058,0.292125,N,N,N,0.04,Thursday
2019-04-05,14,0,BC,10:00:00,2,0.144,0.041,0.269,N,N,N,0.037,Friday
2019-04-08,14,0,BC,10:00:00,2,0.149,0.042,0.273,N,N,N,0.035,Monday
2019-04-09,14,0,BC,10:00:00,2,0.161,0.055,0.246,N,N,N,0.05,Tuesday
2019-04-10,14,0,BC,10:00:00,2,0.155,0.044,0.292125,N,N,N,0.039,Wednesday
2019-04-11,14,0,BC,10:00:00,2,0.153,0.047,0.284,N,N,N,0.048,Thursday
2019-04-12,14,0,BC,10:00:00,2,0.1552,0.043,0.288,N,N,N,0.041,Friday
2019-04-18,14,0,BC,10:00:00,2,0.067,0.353,0.29175,N,N,N,0.039,Thursday
2019-04-19,14,0,BC,10:00:00,2,0.133,0.039,0.208,N,N,N,0.033,Friday
2019-05-06,14,0,BC,10:00:00,2,0.149,0.037,0.263,N,N,N,0.025,Monday
2019-05-07,14,0,BC,10:00:00,2,0.131,0.046,0.27,N,N,N,0.04,Tuesday
2019-05-09,14,0,BC,10:00:00,2,0.157,0.045,0.207,N,N,N,0.038,Thursday
2019-05-13,14,0,BC,10:00:00,2,0.16,0.044,0.29205,N,N,N,0.036,Monday
2019-05-14,14,0,BC,10:00:00,2,0.159,0.05,0.263,N,N,N,0.048,Tuesday
2019-05-15,14,0,BC,10:00:00,2,0.145,0.041,0.249,N,N,N,0.039,Wednesday
2019-05-16,14,0,BC,10:00:00,2,0.16664,0.044,0.25,N,N,N,0.041,Thursday
2019-05-20,14,0,BC,10:00:00,2,0.156,0.05,0.245,N,N,N,0.036,Monday
2019-04-17,14,0,BC,10:00:00,2,0.10864,0.06696,0.3015625,N,N,N,0.035,Wednesday
2019-03-21,14,0,BC,10:00:00,2,0.162,0.045,0.302,N,N,N,0.043,Thursday
2019-01-30,14,0,BC,10:00:00,2,0.10864,0.06696,0.3015625,N,N,N,0.178,Wednesday
2019-01-07,15,0,BC,10:00:00,2,0.056,0.256,0.25675,N,N,N,0.083,Monday
2019-01-08,15,0,BC,10:00:00,2,0.047,0.294,0.329,N,N,N,0.076,Tuesday
2019-01-09,15,0,BC,10:00:00,2,0.05,0.271,0.295,N,N,N,0.073,Wednesday
2019-01-10,15,0,BC,10:00:00,2,0.04,0.26325,0.2836875,N,N,N,0.098,Thursday
2019-01-11,15,0,BC,10:00:00,2,0.044,0.262,0.279,N,N,N,0.091,Friday
2019-01-14,15,0,BC,10:00:00,2,0.248,0.304,0.2518,N,N,N,0.08,Monday
2019-01-15,15,0,BC,10:00:00,2,0.038,0.262,0.302,N,N,N,0.097,Tuesday
2019-01-16,15,0,BC,10:00:00,2,0.044,0.251,0.29,N,N,N,0.07,Wednesday
2019-01-17,15,0,BC,10:00:00,2,0.049,0.294,0.29,N,N,N,0.082,Thursday
2019-01-18,15,0,BC,10:00:00,2,0.044,0.251,0.309,N,N,N,0.066,Friday
2019-01-21,15,0,BC,10:00:00,2,0.0376,0.277,0.32,N,N,N,0.077,Monday
2019-01-22,15,0,BC,10:00:00,2,0.054,0.285,0.328,N,N,N,0.085,Tuesday
2019-01-23,15,0,BC,10:00:00,2,0.054,0.224666666666667,0.26365,N,N,N,0.139,Wednesday
2019-01-24,15,0,BC,10:00:00,2,0.05,0.26,0.263,N,N,N,0.085,Thursday
2019-01-25,15,0,BC,10:00:00,2,0.049,0.2875,0.25,N,N,N,0.085,Friday
2019-01-28,15,0,BC,10:00:00,2,0.054,0.275,0.292,N,N,N,0.078,Monday
2019-01-29,15,0,BC,10:00:00,2,0.05,0.292,0.328,N,N,N,0.088,Tuesday
2019-01-31,15,0,BC,10:00:00,2,0.051,0.279,0.386,N,N,N,0.096,Thursday
2019-02-01,15,0,BC,10:00:00,2,0.0435,0.299,0.2769125,N,N,N,0.084,Friday
2019-02-04,15,0,BC,10:00:00,2,0.042,0.265,0.309,N,N,N,0.087,Monday
2019-02-05,15,0,BC,10:00:00,2,0.047,0.264,0.263,N,N,N,0.072,Tuesday
2019-02-06,15,0,BC,10:00:00,2,0.0435,0.294,0.2769125,N,N,N,0.068,Wednesday
2019-02-08,15,0,BC,10:00:00,2,0.0858,0.224666666666667,0.25992,N,N,N,0.081,Friday
2019-02-11,15,0,BC,10:00:00,2,0.0416,0.274,0.299,N,N,N,0.075,Monday
2019-02-12,15,0,BC,10:00:00,2,0.0414,0.237416666666667,0.316,N,N,N,0.084,Tuesday
2019-02-13,15,0,BC,10:00:00,2,0.037,0.265,0.306,N,N,N,0.072,Wednesday
2019-02-14,15,0,BC,10:00:00,2,0.039,0.295,0.263,N,N,N,0.098,Thursday
2019-02-15,15,0,BC,10:00:00,2,0.04,0.271,0.313,N,N,N,0.08,Friday
2019-02-18,15,0,BC,10:00:00,2,0.056,0.287,0.287,N,N,N,0.085,Monday
2019-02-19,15,0,BC,10:00:00,2,0.052,0.291,0.263,N,N,N,0.091,Tuesday
2019-02-21,15,0,BC,10:00:00,2,0.046,0.277,0.263,N,N,N,0.093,Thursday
2019-02-22,15,0,BC,10:00:00,2,0.039,0.2875,0.242,N,N,N,0.088,Friday
2019-03-11,15,0,BC,10:00:00,2,0.05,0.296,0.263,N,N,N,0.076,Monday
2019-03-14,15,0,BC,10:00:00,2,0.048,0.2875,0.254,N,N,N,0.093,Thursday
2019-03-15,15,0,BC,10:00:00,2,0.048,0.268,0.263,N,N,N,0.077,Friday
2019-03-18,15,0,BC,10:00:00,2,0.036,0.234416666666667,0.289,N,N,N,0.087,Monday
2019-03-19,15,0,BC,10:00:00,2,0.047,0.249,0.284,N,N,N,0.089,Tuesday
2019-03-20,15,0,BC,10:00:00,2,0.047,0.25175,0.269,N,N,N,0.062,Wednesday
2019-03-25,15,0,BC,10:00:00,2,0.043,0.287,0.263,N,N,N,0.082,Monday
2019-03-26,15,0,BC,10:00:00,2,0.045,0.275,0.302,N,N,N,0.095,Tuesday
